"year","month","fleet","sex","partition","input_n","f8","f10","f12","f14","f16","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","m8","m10","m12","m14","m16","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56"
1987,7,1,3,2,399,0,0,0,0,0,0,0,0,0,0.06,0.43,1.04,1.98,3.04,4.49,5.15,8.81,6.86,6.07,5.12,2.85,1.44,0.25,0.01,0,0,0,0,0,0,0,0,0,0.01,0.16,0.27,1.52,2.98,3.52,8.72,12.31,13.3,7.42,1.84,0.29,0.03,0,0,0,0
1988,7,1,3,2,406,0,0,0,0,0,0,0,0,0,0.12,0.68,2.38,4.03,5.82,7.66,7.25,6.49,5.31,5.59,2.97,2.38,1.57,0.42,0.02,0.01,0,0,0,0,0,0,0,0.04,0,0.04,0.58,2.93,3.86,6.92,10.34,9.57,6.53,4.39,1.46,0.41,0.14,0,0.09,0,0
1989,7,1,3,2,530,0,0,0,0,0,0,0,0,0,0.09,0.13,1.2,2.22,7.38,7.9,7.99,6.75,5.84,4.35,3.49,2,0.99,0.57,0.01,0.05,0,0,0,0,0,0,0.09,0,0,0.08,0.19,1.47,5.02,9.72,9.03,9.89,7.57,3.92,1.47,0.5,0.09,0.02,0,0,0
1990,7,1,3,2,568,0,0,0,0,0,0,0,0.04,0.01,0.02,0.04,0.7,1.97,4.15,7.98,7.77,8.07,7.18,4.59,3.44,2.25,1.09,0.3,0.06,0.05,0,0,0,0,0,0,0,0.04,0,0.02,0.17,0.87,3.5,7.78,11.73,11.76,7.71,4.44,1.52,0.54,0.16,0.05,0,0,0.02
1991,7,1,3,2,736,0,0,0,0,0,0,0,0,0.02,0.02,0.41,1.14,1.44,3.42,4.74,7.5,8.44,6.39,6.23,4.19,2.8,2.3,0.8,0.22,0.01,0,0,0,0,0,0,0,0,0,0,0.56,2.27,2.4,4.92,9.24,13.07,10.42,4.87,1.55,0.56,0.06,0,0.01,0,0
1992,7,1,3,2,796,0,0,0,0,0,0,0,0,0,0.03,0.16,0.4,1.36,1.59,3.61,8.57,9.27,8.27,8.5,5.9,3.36,1.73,0.82,0.28,0.09,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0.81,1.49,3.31,6.48,10.47,10.89,8.15,3.15,0.97,0.04,0.04,0.03,0,0
1993,7,1,3,2,781,0,0,0,0,0,0,0,0,0.02,0.05,0.16,0.51,1.58,3.13,4.68,4.81,6.56,9.81,8.68,5.76,4.23,2.21,1.23,0.17,0,0,0,0,0,0,0,0,0,0.02,0.03,0.21,1.19,1.85,5.27,6.62,8.73,11.47,6.84,3.16,0.7,0.26,0.05,0,0,0
1994,7,1,3,2,613,0,0,0,0,0,0,0,0,0.02,0.11,0.25,0.54,1.27,3.94,6.75,7.35,7.04,8.53,7.86,6.34,4.54,2.13,0.86,0.16,0,0,0,0,0,0,0,0,0,0,0.11,0.21,0.56,1.69,4.61,9.78,8.63,8.33,5.24,2.17,0.64,0.34,0,0,0,0
1995,7,1,3,2,593,0,0,0,0,0,0,0,0.01,0.01,0.17,0.62,1.18,1.16,1.98,4.7,8.2,8.98,8.5,5.93,3.54,2.1,1.6,0.25,0.08,0,0,0,0,0,0,0,0,0.01,0,0.03,0.61,1.14,2.01,4.06,10.33,13.59,10.84,5.63,1.85,0.75,0.07,0,0.06,0,0
1996,7,1,3,2,495,0,0,0,0,0,0,0,0,0.11,0.02,0.22,0.71,2.3,4.84,5.92,7.55,9.45,8.06,6.23,3.47,3.46,1.38,0.39,0.23,0,0,0,0,0,0,0,0,0,0,0.03,0.31,0.68,2.55,6.12,9.53,10.18,10.52,3.64,1.44,0.36,0.28,0,0,0,0
1997,7,1,3,2,650,0,0,0,0,0,0,0,0,0,0.15,0.12,0.52,1.76,4.03,7.2,7.93,7.37,5.59,5.35,3.74,2.38,0.97,0.46,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0.43,0.71,2.79,9.28,15.05,11.47,7.24,4.09,0.96,0.19,0.18,0,0,0,0
1998,7,1,3,2,557,0,0,0,0,0,0,0.02,0.08,0.02,0,0.19,0.52,1.29,3.2,5.69,9.24,8.46,6.99,4.72,4.2,2.64,1.61,0.56,0.23,0,0,0,0,0,0,0,0.03,0,0,0.06,0.28,0.91,2.19,4.4,10.22,15.11,10.59,4.03,1.64,0.56,0.19,0.12,0,0,0
1999,7,1,3,2,513,0,0,0,0,0,0,0,0,0.08,0.01,0.37,0.64,3.05,4.14,6.62,8.74,9.13,5.72,3.41,3.54,1.25,0.8,0.2,0.04,0.01,0,0,0,0,0,0,0,0,0.06,0.35,0.31,0.83,3.89,7.36,11.78,13.5,9.32,3.45,1.02,0.28,0.11,0,0,0,0
2000,7,1,3,2,67,0,0,0,0,0,0,0,0,0,0,0,0.04,0.28,1.58,11.31,5.09,16.28,13.13,8.19,6.11,2.36,3.9,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.39,3.6,4.03,8.54,6.4,7.23,0.15,0,0,0.06,0,0,0
2001,7,1,3,2,52,0,0,0,0,0,0,0,0,0,0,0,1.76,0,5.54,5.71,12.69,4.5,7.52,3.1,2.36,0.52,0.13,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.63,9.3,9.89,13.64,6.25,6.53,1.72,0.88,0.1,0.03,0,0,0
2002,7,1,3,2,125,0,0,0,0,0,0,0,0,0,0.31,0.88,2.32,7.2,2.02,4.54,4.01,7.89,8.91,3.24,3.15,2.77,0.48,0.33,0.39,0,0,0,0,0,0,0,0,0,0,0.23,2.38,3.99,8.96,3.3,8.25,10.57,7.22,4.94,0.96,0.58,0.18,0,0,0,0
2003,7,1,3,2,46,0,0,0,0,0,0,0,0.15,0.41,0.61,0.78,0.73,3.49,6.95,6.48,13.3,6.17,3.51,1.86,0.75,0.04,0,0,0,0,0,0,0,0,0,0,0,0.15,0.2,1.42,0.68,0.73,1.29,13.31,17.39,9.61,5.14,2.91,0.12,0.61,1.23,0,0,0,0
2004,7,1,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,5.56,3.84,0,4.9,9.49,14.31,3.84,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,18.54,7.01,13,10.85,0,0,0,0,0,0
2005,7,1,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,2.04,8.53,0.24,32.25,9.01,0.39,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.55,10.48,33.16,0,0.37,0,0,0,0,0
2006,7,1,3,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,12.47,13.9,7.67,6.31,7.17,2.82,0.67,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.9,2.94,2.27,7.55,10.97,10.72,2.58,0.63,1.25,1.46,0,0,0
2007,7,1,3,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,30.53,1.39,3.6,25.35,8.34,4.38,2.83,2.5,1.01,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.21,0.8,2.56,5.97,5.94,3.08,0.86,0.19,0,0,0,0
2008,7,1,3,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.64,8.52,5.29,6.43,10.3,9.88,10.19,5.99,1.96,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,1.93,6.61,8.9,11.31,5.99,2.79,1.61,0,0,0,0
2009,7,1,3,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1.13,2.35,5.9,23.71,7.86,6.76,5.76,2.12,0.66,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.75,5.47,9.35,16.42,7.78,2.27,0.43,0,0,0.11,0
2010,7,1,3,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.36,0.96,2.84,8.46,10.04,7.47,9.46,8.17,3.91,2.27,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.05,0.79,1.19,3.12,13.24,14.08,9.29,2.66,0.94,0.01,0.01,0,0
2011,7,1,3,2,80,0,0,0,0,0,0,0,0,0.03,0,0.08,0.55,0.19,1.75,1.38,2.58,2.23,4.71,14.8,15.99,4.66,4.74,3.95,0.59,0,0,0,0,0,0,0,0,0,0,0,0.08,0.59,1.14,1.24,1.15,6.84,5.38,12.32,6.98,3.85,1.48,0.36,0.36,0,0
2012,7,1,3,2,114,0,0,0,0,0,0,0,0,0.03,0,0.2,0.65,0.35,0.93,0.86,2.25,2.31,8.3,13.42,19.42,9.1,5.27,0.58,0.53,0.01,0,0,0,0,0,0,0,0,0,0.22,0.11,0.28,0.95,0.79,0.86,3.91,8.23,10.25,8.09,1.98,0.11,0,0,0,0
2013,7,1,3,2,118,0,0,0,0,0,0,0,0,0,0,1.52,1.41,2.84,1.08,1.66,3.43,6.05,4.98,9.24,26.85,9.18,2.47,0.34,0.13,0,0,0,0,0,0,0,0,0.01,0,0,0.98,3.17,2.2,2.42,0.69,5.54,3.51,6.55,2.12,1.39,0.12,0.12,0,0,0
2014,7,1,3,2,118,0,0,0,0,0,0,0,0,0,0.02,0.05,0.1,1.82,1.74,2.96,6.13,6.39,7.8,8.82,12.01,4.85,3.71,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.29,0.4,7.28,3.22,5.44,10.66,8.92,5.74,0.6,0,0,0,0,0
2015,7,1,3,2,65,0,0,0,0,0,0,0,0,0,1,4,7.75,2.63,16.14,18.77,70.86,33.54,10.43,5,5.3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7.25,10.42,14.92,42.2,43.56,26.84,32.88,0,7.3,0,0,0,0,0,0
2016,7,1,3,2,63,0,0,0,0,0,0,0,0,1,4.92,9.02,5.05,10.94,18.02,56.17,92.47,114.04,209.89,145.72,105.63,105.73,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9,7.87,11.12,36.66,66.51,86.28,79.03,70.99,37.09,0,0,0,0,0,0,0
2017,7,1,3,2,226,0,0,0,0,0,0,0,32.53,66.06,212.5,754.95,638.05,718.5,4821.75,18682.03,20513.2,11827.54,11798.66,10123.4,3466.45,311.23,61.55,0,0,0,0,0,0,0,0,0,13.8,2,415.25,571.56,1954.6,5806.77,17845.16,25310.43,18098.4,11444.45,5126.34,205.19,595.39,1.86,0,0,0,0,0
2018,7,1,3,2,176,0,0,0,0,0,0,0,0,0,0,3.05,40.63,32.44,21.03,125.76,281.26,234.62,183.79,147.93,66.77,74.69,2,0,1,0,0,0,0,0,0,0,0,0,3,9.05,21.05,42.66,316.1,443.42,514.39,243.35,47.06,11.63,6.63,1,0,0,0,0,0
2019,7,1,3,2,189.064,0,0,0,0,0,0,0,0,0,6.888,23.0625,14.7759,582.1196,1357.4219,1818.407,2557.823,9510.1028,6674.2748,3815.3409,3089.0277,1015.1455,647.22,61.6414,0,0,0,0,0,0,0,0,0,0,1,9.7934,6.888,23.8976,947.4377,2443.0183,5103.6236,12261.472,7123.7979,2639.5836,1071.504,31.1979,8.0878,0,0,0,0
2020,7,1,3,2,114.178,0,0,0,0,0,0,0,0,0,0,2.2196,5.5056,125.809,560.7948,488.6302,664.6415,1231.3272,1260.8652,1383.1823,764.9316,416.049,57.3534,106.1168,0,0,0,0,0,0,0,0,0,0,0,0,207.6119,15.3245,161.8947,170.1048,594.1264,1030.3825,670.1383,558.3046,253.8189,67.8591,17.9007,8.2115,0,0,106.1168
2021,7,1,3,2,197.346,0,0,0,0,0,0,0,0,0,30.2336,34.4659,44.1741,277.5696,1751.793,1764.7777,4749.1852,7439.5563,7714.0821,7265.7219,3906.4764,1871.5003,263.3153,4.3556,0,0,0,0,0,0,0,0,0,0,30.2336,30.2336,8.4644,358.352,1165.6185,1582.7095,8543.385,19640.3823,12627.3495,4288.4752,1274.8765,306.2253,1,1.0949,0,1.0111,0
2022,7,1,3,2,86.066,0,0,0,0,0,0,0,0,0,8.642,0,18.5772,214.0613,2009.8574,2492.5484,1711.7701,1970.8934,2250.057,1571.5057,798.7949,420.365,186.8516,25.4021,13.7697,0,0,0,0,0,0,0,0,0,0,0,5.0222,38.552,120.1785,1811.3178,3965.4077,3988.1253,3229.6477,532.0213,487.4337,23.5935,42.6012,0,13.7697,0,0
2023,7,1,3,2,97.518,0,0,0,0,0,0,0,0,0,0,0,0,142.2981,1185.5704,1586.0486,1119.7588,1953.762,4355.6689,3377.4176,1423.4057,342.2671,27.1957,2.32,0,0,0,0,0,0,0,0,0,0,0,7.9795,0,142.2981,258.8967,953.9425,1838.7054,793.4573,539.9716,942.9314,493.9319,168.5221,1.0119,39.6319,9.7475,0,0
2024,7,1,3,2,30.734,0,0,0,0,0,0,0,0,0,0,0,12.0775,24.1549,94.9171,299.8752,328.6304,378.297,101.493,163.4333,214.2214,407.6532,128.5066,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0492,36.2324,30.0674,173.7921,154.4273,230.2338,204.2034,68.3402,99.2979,0,0,0,0,0,0
1985,7,1,2,1,80,0,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0.03,0.04,0.31,0.41,0.07,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0.03,0.04,0.31,0.41,0.07,0.05,0.01,0,0,0,0,0,0
1986,7,1,2,1,5,0,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0.03,0.04,0.31,0.41,0.07,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,0.02,0.03,0.04,0.31,0.41,0.07,0.05,0.01,0,0,0,0,0,0
1987,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0.06,0.03,0.03,0.04,0.03,0.3,0.39,0.07,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.03,0.03,0.04,0.03,0.3,0.39,0.07,0.05,0.01,0,0,0,0,0,0
1985,7,1,1,1,85,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.01,0.03,0.08,0.16,0.21,0.11,0.04,0.12,0.11,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.01,0.03,0.08,0.16,0.21,0.11,0.04,0.12,0.11,0.02,0.01,0,0
1986,7,1,1,1,7,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.01,0.03,0.08,0.16,0.21,0.11,0.04,0.12,0.11,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.01,0.03,0.08,0.16,0.21,0.11,0.04,0.12,0.11,0.02,0.01,0,0
1987,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.01,0.03,0.07,0.16,0.2,0.1,0.04,0.11,0.1,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.01,0.03,0.07,0.16,0.2,0.1,0.04,0.11,0.1,0.02,0.01,0,0
2004,7,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.14,0.08,0.24,0.11,0.05,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.14,0.08,0.24,0.11,0.05,0.06,0.04,0,0,0
2005,7,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.09,0.13,0.15,0.18,0.22,0.2,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.09,0.13,0.15,0.18,0.22,0.2,0.02,0.01,0,0,0
2006,7,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.61,0.07,0.04,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.61,0.07,0.04,0,0.07,0,0,0,0
2007,7,1,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.03,0.2,0.52,0.17,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.03,0.2,0.52,0.17,0,0.02,0,0,0
2008,7,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0.05,0.11,0.05,0.15,0.18,0.13,0.05,0.04,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.11,0.05,0.11,0.05,0.15,0.18,0.13,0.05,0.04,0.02,0.01,0,0
2009,7,1,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.09,0.3,0.23,0.2,0.13,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.09,0.3,0.23,0.2,0.13,0.04,0.01,0,0,0
2010,7,1,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.14,0.09,0.29,0.34,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.14,0.09,0.29,0.34,0.04,0.03,0,0
2011,7,1,0,1,14,0,0,0,0,0,0,0,0,0.03,0.24,0.17,0.15,0.04,0.03,0,0.01,0.01,0,0.13,0.1,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.03,0.24,0.17,0.15,0.04,0.03,0,0.01,0.01,0,0.13,0.1,0.01,0.07,0,0,0
2012,7,1,0,1,4,0,0,0,0,0,0.53,0,0,0.08,0,0.23,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.08,0,0.23,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,0,1,21,0,0,0,0,0,0,0,0.01,0.04,0.05,0.47,0.25,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.05,0.47,0.25,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0
2014,7,1,0,1,23,0,0,0,0,0,0.03,0.04,0,0.06,0.05,0.17,0.2,0.14,0.08,0.16,0.01,0.04,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0,0.06,0.05,0.17,0.2,0.14,0.08,0.16,0.01,0.04,0.02,0.01,0,0,0,0,0,0
2015,7,1,0,1,4,0,0,0,0,0,0,0,0,0,0.03,0.39,0.19,0.38,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.39,0.19,0.38,0,0.02,0,0,0,0,0,0,0,0,0,0
2016,7,1,0,1,14,0,0,0,0,0,0,0,0.03,0.06,0.03,0.13,0.16,0.31,0,0.06,0.03,0.13,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0.03,0.13,0.16,0.31,0,0.06,0.03,0.13,0.06,0,0,0,0,0,0,0
2017,7,1,0,1,7,0,0,0,0,0,0,0.02,0,0.01,0.4,0.47,0.06,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0.4,0.47,0.06,0.05,0,0,0,0,0,0,0,0,0,0,0,0
-2018,7,1,0,1,999,0,0,0,0,0,0,0,0.01,0.04,0.05,0.47,0.25,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.05,0.47,0.25,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0
2019,7,1,0,2,11.692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,12,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,1,0,2,45.982,0,0,0,0,0,0,0,0,0,0,0,0,1,6,57.7998,161.2873,284.6993,159.2018,88.8849,18.4141,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,1,0,2,14.246,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,23,17,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,7,2,3,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1.51,7.4,17.19,10.1,3.21,1.91,0.71,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,9.36,23.07,11.96,7.09,1.7,0,0.5,0,0,0,0
1980,7,2,3,2,367,0,0,0,0,0,0,0,0,0,0,0.02,0,0.27,0.68,1.5,3.32,9.23,16.67,10.2,4.19,3.4,1.51,0.26,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.19,5.46,16.28,15.53,7.23,1.93,0.6,0.15,0.05,0,0,0
1981,7,2,3,2,896,0,0,0,0,0,0,0,0,0,0,0.07,0.48,1.07,1.32,2.9,5.62,6.11,10.69,13.43,6.79,2.72,1.12,0.23,0.01,0,0,0,0,0,0,0,0,0,0,0,0.13,0.62,2.32,3.52,6.36,14.16,12.87,6.1,1.17,0.19,0.01,0,0,0,0
1982,7,2,3,2,1228,0,0,0,0,0,0,0.01,0.01,0.33,0.33,0.38,1.01,2.39,3.71,3.45,3.76,5.25,7.43,11.22,8.2,4.39,1.49,0.23,0.04,0,0.02,0,0,0,0,0,0.01,0.1,0.3,0.29,0.44,1.51,3.37,5.04,4.39,8.33,12.59,7.76,1.76,0.39,0.06,0.01,0,0,0
1983,7,2,3,2,642,0,0,0,0,0,0,0,0,0.03,0.32,1.14,4.62,8.85,10.55,6.03,3.51,1.93,2.09,3.63,3.41,1.75,0.82,0.48,0.22,0.02,0,0,0,0,0,0,0,0,0,0.22,1.93,5.74,10.61,10.28,6.61,3.58,5.18,3.61,2.33,0.39,0.13,0.01,0,0,0
1984,7,2,3,2,600,0,0,0,0,0,0,0,0,0,0,0.08,0.87,4.85,10.03,11.46,6.74,3.17,3.02,5.2,5.16,2.58,0.93,0.18,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0.08,1.57,5.6,12.38,10.41,5.19,4.99,3.99,1.14,0.24,0.06,0.02,0,0,0
1985,7,2,3,2,698,0,0,0,0,0,0,0,0,0.01,0.01,0.5,2.51,4.45,6.16,10.34,9.81,5.41,2.53,2.36,2.25,1.4,0.99,0.18,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0.67,2.96,5.02,11.25,15.58,8.63,3.64,2.36,0.72,0.15,0.03,0.04,0,0,0
1986,7,2,3,2,776,0,0,0,0,0,0,0,0,0,0,0.15,0.91,3.1,5.89,8.1,8.34,10.12,6.93,2.54,2.45,2.05,1.46,0.38,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.04,1.25,3.21,8.06,10.23,12.92,6.87,2.75,1.51,0.46,0.14,0.04,0,0,0
1987,7,2,3,2,945,0,0,0,0,0,0,0,0,0,0,0.29,1.34,3.3,5.54,9.58,9.11,7.75,5.91,3.45,1.8,1.51,0.97,0.43,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.16,1.58,5.43,10.44,11.8,9.55,5.89,2.21,1.42,0.33,0.09,0.03,0,0,0.04
1988,7,2,3,2,525,0,0,0,0,0,0,0,0,0,0.04,0.35,0.9,2.58,7.09,10.53,9.17,6.74,4.97,2.74,2.44,0.66,1.16,0.19,0.01,0,0,0,0,0,0,0,0,0,0,0.06,0.08,1.33,2.86,10.77,13.11,12.83,5.35,2.24,1.4,0.28,0.03,0.04,0.05,0,0
1989,7,2,3,2,661,0,0,0,0,0,0,0,0,0,0,0.24,0.88,2.79,6.71,9.38,9.79,8.6,5.03,3.04,1.33,0.82,0.58,0.24,0.09,0,0,0,0,0,0,0,0,0,0,0,0.03,1.25,3.27,8.71,12.62,14.01,7.05,2.52,0.72,0.31,0,0,0,0,0
1990,7,2,3,2,751,0,0,0,0,0,0,0,0,0,0,0,0.02,0.5,2.61,4.76,9.73,11.61,10.72,6.85,3.1,1.15,0.46,0.15,0,0.05,0,0,0,0,0,0,0,0,0,0,0.01,0.06,1.2,4.24,11.2,14.36,12.33,3.44,1.1,0.24,0.1,0,0,0,0
